Found 899 missing EN translations. Below are the results:
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\000_24956700_17ccf1c.xml] :: start Line: 1137 -> End line: 1139 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\009_25965548_18c33ec.xml] :: start Line: 905 -> End line: 907 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\009_25965548_18c33ec.xml] :: start Line: 1272 -> End line: 1274 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\009_25965548_18c33ec.xml] :: start Line: 1620 -> End line: 1622 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\016_25972332_18c4e6c.xml] :: start Line: 119 -> End line: 123 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\022_24979820_17d296c.xml] :: start Line: 822 -> End line: 824 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\029_25745068_188d6ac.xml] :: start Line: 14 -> End line: 16 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\049_24311276_172f5ec.xml] :: start Line: 16 -> End line: 20 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\24309420_172eeac.xml] :: start Line: 21 -> End line: 24 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\24309420_172eeac.xml] :: start Line: 27 -> End line: 29 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\24319036_173143c.xml] :: start Line: 348 -> End line: 354 | [Gendered Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\24319036_173143c.xml] :: start Line: 1390 -> End line: 1392 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\24324844_1732aec.xml] :: start Line: 2683 -> End line: 2685 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 01\24989612_17d4fac.xml] :: start Line: 156 -> End line: 158 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 5 -> End line: 7 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 13 -> End line: 15 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 21 -> End line: 24 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 30 -> End line: 32 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 38 -> End line: 42 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 48 -> End line: 50 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 56 -> End line: 60 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 66 -> End line: 68 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 74 -> End line: 76 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 82 -> End line: 84 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 02\25117948_17f44fc.xml] :: start Line: 90 -> End line: 93 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 03\25121436_17f529c.xml] :: start Line: 394 -> End line: 396 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\000_24401692_174571c.xml] :: start Line: 7 -> End line: 9 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\013_24387084_1741e0c.xml] :: start Line: 14 -> End line: 18 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\013_24387084_1741e0c.xml] :: start Line: 23 -> End line: 27 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\013_24387084_1741e0c.xml] :: start Line: 32 -> End line: 34 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\013_24387084_1741e0c.xml] :: start Line: 39 -> End line: 42 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\036_24423708_174ad1c.xml] :: start Line: 9 -> End line: 11 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\036_24423708_174ad1c.xml] :: start Line: 15 -> End line: 19 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\24262508_172376c.xml] :: start Line: 218 -> End line: 220 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\25774924_1894b4c.xml] :: start Line: 14 -> End line: 16 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 04\25774924_1894b4c.xml] :: start Line: 19 -> End line: 21 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 05\000_24463164_175473c.xml] :: start Line: 7 -> End line: 9 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 05\25789580_189848c.xml] :: start Line: 14 -> End line: 16 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 05\25789580_189848c.xml] :: start Line: 19 -> End line: 21 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 05\25792556_189902c.xml] :: start Line: 12 -> End line: 14 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 06\006_24493596_175be1c.xml] :: start Line: 20 -> End line: 22 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 06\24498732_175d22c.xml] :: start Line: 1772 -> End line: 1774 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 06\24502636_175e16c.xml] :: start Line: 500 -> End line: 504 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 06\25804284_189bdfc.xml] :: start Line: 12 -> End line: 14 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 06\25807212_189c96c.xml] :: start Line: 12 -> End line: 14 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 06\25812396_189ddac.xml] :: start Line: 12 -> End line: 14 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 07\000_24518220_1761e4c.xml] :: start Line: 7 -> End line: 9 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 07\001_25360684_182f92c.xml] :: start Line: 358 -> End line: 360 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 07\25832044_18a2a6c.xml] :: start Line: 13 -> End line: 16 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 08\24589212_177339c.xml] :: start Line: 1386 -> End line: 1388 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 09\058_25539052_185b1ec.xml] :: start Line: 123 -> End line: 125 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 09\24649676_1781fcc.xml] :: start Line: 6 -> End line: 10 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
file: [D:\Projects\SwordcraftStory3_loc_proj\JE_Scripts\Day 09\24649676_1781fcc.xml] :: start Line: 17 -> End line: 20 | [Dialogue] Missing EN translation (<ascii></ascii> tags).
